#SampleID	CU	NAU	NCS
T20593	0.522	0.332	0.146
T20656	0.3	0.506	0.194
T20967	0.324	0.378	0.298
T21298	0.242	0.552	0.206
T20090	0.286	0.482	0.232
T20933	0.314	0.52	0.166
T20851	0.53	0.352	0.118
T21094	0.276	0.438	0.286
T20625	0.566	0.334	0.1
T21372	0.418	0.472	0.11
T20205	0.404	0.518	0.078
T20537	0.252	0.554	0.194
T20809	0.656	0.228	0.116
T20990	0.516	0.376	0.108
T20803	0.454	0.384	0.162
T20271	0.198	0.686	0.116
T20578	0.282	0.522	0.196
T21108	0.336	0.558	0.106
T20626	0.432	0.418	0.15
T20557	0.29	0.504	0.206
T20522	0.528	0.344	0.128
T20822	0.568	0.344	0.088
T21180	0.192	0.64	0.168
T20306	0.35	0.538	0.112
T20749	0.566	0.382	0.052
T21157	0.368	0.534	0.098
T20667	0.472	0.404	0.124
T20325	0.256	0.518	0.226
T20734	0.656	0.258	0.086
T21190	0.556	0.352	0.092
T21317	0.278	0.53	0.192
T20570	0.276	0.502	0.222
T20303	0.316	0.518	0.166
T20282	0.392	0.542	0.066
T20555	0.48	0.432	0.088
T20802	0.628	0.29	0.082
T20890	0.304	0.494	0.202
T20539	0.484	0.36	0.156
T20571	0.37	0.528	0.102
T20064	0.33	0.456	0.214
T21252	0.288	0.588	0.124
T20634	0.652	0.3	0.048
T21469	0.434	0.352	0.214
T20647	0.318	0.512	0.17
T20322	0.394	0.528	0.078
T21467	0.502	0.416	0.082
T20524	0.55	0.334	0.116
T20360	0.51	0.382	0.108
T20332	0.23	0.456	0.314
T20568	0.224	0.542	0.234
T20906	0.24	0.654	0.106
T20606	0.406	0.518	0.076
T20391	0.4	0.474	0.126
T20323	0.268	0.398	0.334
T20849	0.626	0.32	0.054
T20269	0.342	0.44	0.218
T21327	0.436	0.406	0.158
T20549	0.63	0.272	0.098
T20577	0.448	0.454	0.098
T20309	0.62	0.342	0.038
T20454	0.176	0.46	0.364
T20591	0.532	0.424	0.044
T20242	0.354	0.5	0.146
T20796	0.668	0.24	0.092
T20444	0.414	0.444	0.142
T21178	0.348	0.464	0.188
T21086	0.284	0.434	0.282
T20395	0.23	0.63	0.14
T20569	0.538	0.328	0.134
T20756	0.444	0.418	0.138
T21219	0.25	0.556	0.194
T21118	0.482	0.422	0.096
T21069	0.2	0.556	0.244
T20308	0.57	0.358	0.072
T20983	0.5	0.426	0.074
T20793	0.606	0.34	0.054
T21416	0.306	0.42	0.274
T20688	0.528	0.342	0.13
T21044	0.266	0.536	0.198
T20527	0.496	0.372	0.132
T20248	0.284	0.582	0.134
T20726	0.456	0.448	0.096
T20531	0.524	0.382	0.094
T21386	0.264	0.608	0.128
T20358	0.206	0.65	0.144
T20717	0.518	0.376	0.106
T20296	0.27	0.532	0.198
T21174	0.448	0.446	0.106
T20968	0.258	0.552	0.19
T20550	0.172	0.418	0.41
T21590	0.438	0.474	0.088
T20821	0.404	0.504	0.092
T20579	0.406	0.362	0.232
T20397	0.228	0.652	0.12
T21275	0.314	0.514	0.172
T20415	0.35	0.444	0.206
T20515	0.258	0.518	0.224
T20712	0.566	0.32	0.114
T20060	0.372	0.474	0.154
T21122	0.416	0.482	0.102
T21109	0.304	0.492	0.204
T20406	0.248	0.514	0.238
T20643	0.436	0.428	0.136
T20508	0.33	0.524	0.146
T20762	0.444	0.396	0.16
T21318	0.196	0.648	0.156
T20505	0.396	0.474	0.13
T20290	0.4	0.5	0.1
T20228	0.31	0.394	0.296
T21163	0.252	0.448	0.3
T20203	0.318	0.492	0.19
T21423	0.27	0.472	0.258
T20292	0.246	0.58	0.174
T20594	0.428	0.44	0.132
T21182	0.368	0.494	0.138
T21119	0.372	0.506	0.122
T21172	0.154	0.608	0.238
T20884	0.388	0.406	0.206
T20573	0.414	0.48	0.106
T20224	0.182	0.59	0.228
T20222	0.306	0.544	0.15
T21367	0.2	0.604	0.196
T21307	0.35	0.472	0.178
T20986	0.24	0.558	0.202
T21490	0.264	0.47	0.266
T21048	0.48	0.358	0.162
T20791	0.608	0.312	0.08
T20841	0.464	0.406	0.13
T20888	0.396	0.476	0.128
T20340	0.25	0.556	0.194
T20598	0.386	0.468	0.146
T21013	0.254	0.53	0.216
T20676	0.674	0.288	0.038
T20824	0.502	0.338	0.16
T21193	0.316	0.582	0.102
T21010	0.254	0.408	0.338
T21369	0.36	0.538	0.102
T20219	0.382	0.504	0.114
T20830	0.278	0.578	0.144
T21205	0.34	0.588	0.072
T21153	0.338	0.476	0.186
T21191	0.484	0.374	0.142
T21168	0.328	0.524	0.148
T21149	0.37	0.556	0.074
T20691	0.314	0.532	0.154
T20544	0.484	0.402	0.114
T20916	0.63	0.262	0.108
T20424	0.234	0.454	0.312
T20814	0.518	0.388	0.094
T20417	0.268	0.468	0.264
T20658	0.34	0.488	0.172
T20795	0.62	0.302	0.078
T21302	0.236	0.524	0.24
T20354	0.5	0.428	0.072
T21451	0.39	0.368	0.242
T21314	0.218	0.66	0.122
T20683	0.486	0.416	0.098
T21531	0.504	0.33	0.166
T20840	0.624	0.282	0.094
T21436	0.33	0.4	0.27
T21037	0.194	0.458	0.348
T20478	0.246	0.36	0.394
T21202	0.416	0.494	0.09
T21029	0.22	0.354	0.426
T20600	0.348	0.468	0.184
T20613	0.402	0.488	0.11
T20992	0.21	0.686	0.104
T20438	0.246	0.464	0.29
T20879	0.45	0.462	0.088
T20866	0.506	0.352	0.142
T20759	0.468	0.4	0.132
T20443	0.292	0.484	0.224
T20446	0.256	0.51	0.234
T20229	0.286	0.51	0.204
T20848	0.466	0.438	0.096
T20640	0.202	0.514	0.284
T20693	0.558	0.37	0.072
T20430	0.368	0.452	0.18
T20596	0.664	0.288	0.048
T20532	0.354	0.486	0.16
T20534	0.36	0.508	0.132
T20553	0.56	0.286	0.154
T20660	0.476	0.392	0.132
T21500	0.252	0.3	0.448
T20889	0.342	0.528	0.13
T21479	0.162	0.308	0.53
T20243	0.344	0.434	0.222
T20214	0.476	0.43	0.094
T20315	0.262	0.612	0.126
T20238	0.41	0.5	0.09
T20956	0.274	0.652	0.074
T20483	0.282	0.464	0.254
T21425	0.278	0.388	0.334
T20535	0.588	0.306	0.106
T20900	0.474	0.466	0.06
T20249	0.428	0.484	0.088
T20728	0.466	0.376	0.158
T20514	0.504	0.414	0.082
T20637	0.582	0.4	0.018
T21105	0.478	0.442	0.08
T20993	0.254	0.668	0.078
T20617	0.422	0.458	0.12
T20808	0.48	0.38	0.14
T20080	0.188	0.466	0.346
T20545	0.62	0.3	0.08
T20270	0.378	0.51	0.112
T20595	0.414	0.398	0.188
T20928	0.236	0.512	0.252
T20551	0.462	0.43	0.108
T20689	0.31	0.49	0.2
T20336	0.242	0.584	0.174
T20753	0.332	0.394	0.274
T20428	0.254	0.484	0.262
T20350	0.34	0.51	0.15
T20664	0.296	0.512	0.192
T20268	0.342	0.478	0.18
T20784	0.406	0.458	0.136
T20705	0.44	0.404	0.156
T21335	0.512	0.406	0.082
T21495	0.432	0.414	0.154
T20092	0.232	0.388	0.38
T21563	0.372	0.45	0.178
T20209	0.35	0.504	0.146
T20517	0.65	0.28	0.07
T21483	0.232	0.552	0.216
T21494	0.2	0.464	0.336
T21455	0.394	0.424	0.182
T21141	0.326	0.44	0.234
T20963	0.382	0.508	0.11
T20788	0.626	0.316	0.058
T21124	0.31	0.492	0.198
T21133	0.326	0.526	0.148
T20353	0.352	0.492	0.156
T20909	0.528	0.396	0.076
T21140	0.288	0.544	0.168
T20273	0.642	0.304	0.054
T21330	0.436	0.496	0.068
T21162	0.312	0.536	0.152
T20646	0.432	0.416	0.152
T21131	0.25	0.59	0.16
T20799	0.446	0.44	0.114
T20794	0.48	0.414	0.106
T20957	0.244	0.56	0.196
T21355	0.508	0.436	0.056
T20516	0.714	0.238	0.048
T20947	0.318	0.59	0.092
T21245	0.174	0.664	0.162
T20513	0.526	0.4	0.074
T21088	0.218	0.428	0.354
T20854	0.364	0.41	0.226
T21207	0.246	0.542	0.212
T20767	0.446	0.464	0.09
T20501	0.642	0.28	0.078
T21166	0.288	0.538	0.174
T21036	0.27	0.45	0.28
T20327	0.208	0.654	0.138
T20275	0.324	0.488	0.188
T20480	0.216	0.558	0.226
T20297	0.42	0.498	0.082
T20899	0.346	0.472	0.182
T20484	0.42	0.382	0.198
T21338	0.246	0.532	0.222
T20636	0.52	0.392	0.088
T20944	0.302	0.538	0.16
T20754	0.506	0.342	0.152
T20394	0.264	0.616	0.12
T20721	0.466	0.418	0.116
T21299	0.424	0.492	0.084
T20262	0.464	0.348	0.188
T20283	0.278	0.592	0.13
T20627	0.612	0.306	0.082
T20912	0.276	0.602	0.122
T21385	0.206	0.508	0.286
T20580	0.634	0.3	0.066
T20499	0.272	0.482	0.246
T20719	0.498	0.362	0.14
T20651	0.454	0.462	0.084
T21331	0.16	0.614	0.226
T20533	0.548	0.374	0.078
T20686	0.452	0.414	0.134
T21181	0.142	0.732	0.126
T21091	0.274	0.448	0.278
T21249	0.374	0.492	0.134
T20891	0.32	0.344	0.336
T21305	0.334	0.534	0.132
T20779	0.58	0.37	0.05
T21146	0.302	0.55	0.148
T20857	0.624	0.314	0.062
T21277	0.332	0.54	0.128
T20083	0.296	0.466	0.238
T20743	0.376	0.442	0.182
T21280	0.238	0.642	0.12
T20818	0.454	0.42	0.126
T21475	0.17	0.476	0.354
T21179	0.232	0.622	0.146
T20261	0.444	0.418	0.138
T20659	0.422	0.488	0.09
T20234	0.398	0.528	0.074
T20871	0.486	0.418	0.096
T20463	0.326	0.494	0.18
T20873	0.468	0.408	0.124
T20973	0.194	0.554	0.252
T20895	0.636	0.258	0.106
T20232	0.356	0.516	0.128
T21188	0.23	0.618	0.152
T21025	0.326	0.458	0.216
T20004	0.172	0.444	0.384
T20383	0.406	0.51	0.084
T21441	0.296	0.492	0.212
T20331	0.33	0.586	0.084
T20729	0.582	0.346	0.072
T20310	0.248	0.554	0.198
T21421	0.316	0.55	0.134
T20847	0.42	0.466	0.114
T20221	0.29	0.5	0.21
T20837	0.422	0.506	0.072
T20903	0.456	0.438	0.106
T21201	0.264	0.552	0.184
T21189	0.346	0.57	0.084
T20964	0.486	0.448	0.066
T21452	0.326	0.484	0.19
T20858	0.346	0.478	0.176
T20918	0.506	0.41	0.084
T21138	0.41	0.508	0.082
T20363	0.288	0.482	0.23
T21064	0.352	0.466	0.182
T20267	0.272	0.582	0.146
T20512	0.488	0.398	0.114
T20299	0.228	0.604	0.168
T20572	0.67	0.304	0.026
T21284	0.324	0.528	0.148
T21159	0.436	0.408	0.156
T21432	0.332	0.368	0.3
T20694	0.494	0.396	0.11
T21194	0.268	0.598	0.134
T21164	0.17	0.7	0.13
T20845	0.56	0.368	0.072
T21011	0.182	0.484	0.334
T20959	0.444	0.474	0.082
T20752	0.446	0.44	0.114
T20648	0.548	0.348	0.104
T21594	0.48	0.428	0.092
T21357	0.23	0.656	0.114
T20984	0.41	0.494	0.096
T20095	0.256	0.48	0.264
T20246	0.168	0.694	0.138
T20692	0.322	0.56	0.118
T20098	0.27	0.4	0.33
T21289	0.272	0.53	0.198
T20787	0.344	0.538	0.118
T20733	0.61	0.336	0.054
T20235	0.362	0.454	0.184
T20655	0.338	0.466	0.196
T20352	0.664	0.268	0.068
T20485	0.254	0.416	0.33
T20690	0.424	0.476	0.1
T21568	0.498	0.404	0.098
T20940	0.35	0.54	0.11
T20949	0.284	0.53	0.186
T20699	0.544	0.282	0.174
T21043	0.222	0.458	0.32
T20277	0.218	0.544	0.238
T20920	0.322	0.612	0.066
T20977	0.426	0.47	0.104
T20355	0.352	0.544	0.104
T20966	0.332	0.524	0.144
T20574	0.454	0.39	0.156
T20638	0.326	0.524	0.15
T20319	0.25	0.586	0.164
T21320	0.336	0.516	0.148
T21325	0.228	0.624	0.148
T20255	0.31	0.522	0.168
T20439	0.304	0.474	0.222
T20504	0.434	0.42	0.146
T20930	0.276	0.522	0.202
T20074	0.316	0.41	0.274
T20263	0.23	0.556	0.214
T21134	0.336	0.562	0.102
T21585	0.72	0.244	0.036
T21480	0.204	0.524	0.272
T21449	0.488	0.306	0.206
T20792	0.316	0.534	0.15
T21170	0.226	0.642	0.132
T20240	0.416	0.492	0.092
T21227	0.246	0.59	0.164
T21083	0.324	0.41	0.266
T20639	0.454	0.408	0.138
T20293	0.32	0.524	0.156
T20526	0.448	0.408	0.144
T20677	0.294	0.526	0.18
T21235	0.192	0.684	0.124
T21033	0.338	0.458	0.204
T20804	0.336	0.58	0.084
T20669	0.398	0.504	0.098
T20885	0.55	0.352	0.098
T21333	0.318	0.564	0.118
T20902	0.352	0.584	0.064
T21129	0.228	0.566	0.206
T21492	0.344	0.37	0.286
T20836	0.416	0.448	0.136
T21488	0.236	0.48	0.284
T20231	0.28	0.626	0.094
T20935	0.326	0.52	0.154
T21115	0.242	0.59	0.168
T20341	0.278	0.604	0.118
T20893	0.444	0.47	0.086
T21511	0.506	0.348	0.146
T20400	0.28	0.57	0.15
T20414	0.164	0.506	0.33
T20216	0.312	0.52	0.168
T20079	0.446	0.386	0.168
T21471	0.272	0.51	0.218
T20801	0.54	0.348	0.112
T20244	0.238	0.7	0.062
T20511	0.472	0.36	0.168
T21120	0.39	0.478	0.132
T21407	0.116	0.386	0.498
T20982	0.386	0.522	0.092
T21030	0.318	0.482	0.2
T20946	0.318	0.538	0.144
T20372	0.232	0.568	0.2
T20624	0.452	0.432	0.116
T21042	0.278	0.422	0.3
T20883	0.468	0.464	0.068
T21309	0.278	0.53	0.192
T20989	0.486	0.43	0.084
T20718	0.426	0.428	0.146
T20898	0.374	0.438	0.188
T20506	0.51	0.406	0.084
T20742	0.496	0.408	0.096
T20467	0.292	0.492	0.216
T20583	0.566	0.334	0.1
T21560	0.482	0.418	0.1
T21417	0.254	0.516	0.23
T20259	0.392	0.516	0.092
T21125	0.302	0.566	0.132
T20999	0.37	0.486	0.144
T20662	0.308	0.554	0.138
T20976	0.374	0.498	0.128
T20952	0.372	0.504	0.124
T21160	0.354	0.45	0.196
T21000	0.362	0.51	0.128
T20757	0.414	0.446	0.14
T21311	0.214	0.64	0.146
T21203	0.36	0.528	0.112
T20510	0.556	0.374	0.07
T20945	0.392	0.452	0.156
T20856	0.45	0.444	0.106
T20556	0.644	0.276	0.08
T21060	0.228	0.47	0.302
T21072	0.304	0.492	0.204
T20680	0.266	0.57	0.164
T20280	0.33	0.522	0.148
T21392	0.33	0.57	0.1
T20747	0.26	0.498	0.242
T20291	0.344	0.56	0.096
T21104	0.342	0.596	0.062
T20440	0.29	0.5	0.21
T20786	0.52	0.35	0.13
T20278	0.234	0.568	0.198
T20671	0.424	0.404	0.172
T20865	0.634	0.286	0.08
T20312	0.122	0.704	0.174
T21175	0.458	0.464	0.078
T20519	0.496	0.352	0.152
T20225	0.46	0.468	0.072
T21171	0.162	0.726	0.112
T20960	0.268	0.636	0.096
T20687	0.502	0.412	0.086
T21403	0.34	0.472	0.188
T21197	0.516	0.45	0.034
T21049	0.164	0.374	0.462
T20465	0.242	0.448	0.31
T20948	0.292	0.546	0.162
T20313	0.196	0.692	0.112
T21173	0.288	0.48	0.232
T21468	0.204	0.482	0.314
T20265	0.292	0.574	0.134
T20614	0.38	0.484	0.136
T21003	0.234	0.458	0.308
T20276	0.31	0.6	0.09
T20239	0.556	0.374	0.07
T21139	0.4	0.556	0.044
T20834	0.542	0.374	0.084
T21347	0.38	0.466	0.154
T20434	0.378	0.438	0.184
T21310	0.22	0.614	0.166
T20941	0.528	0.378	0.094
T21184	0.254	0.572	0.174
T21264	0.26	0.576	0.164
T20616	0.32	0.434	0.246
T20407	0.332	0.458	0.21
T20298	0.326	0.562	0.112
T20652	0.36	0.512	0.128
T20853	0.536	0.352	0.112
T20497	0.444	0.372	0.184
T21510	0.364	0.462	0.174
T20685	0.446	0.448	0.106
T20919	0.428	0.488	0.084
T21147	0.222	0.588	0.19
T20587	0.49	0.422	0.088
T20520	0.378	0.512	0.11
T20390	0.154	0.68	0.166
T21288	0.286	0.564	0.15
T21443	0.258	0.442	0.3
T20713	0.508	0.396	0.096
T20996	0.238	0.592	0.17
T21512	0.508	0.364	0.128
T21389	0.496	0.432	0.072
T20739	0.51	0.354	0.136
T21113	0.212	0.688	0.1
T21004	0.414	0.506	0.08
T20972	0.44	0.416	0.144
T20379	0.302	0.592	0.106
T20981	0.46	0.428	0.112
T20362	0.332	0.54	0.128
T20852	0.54	0.306	0.154
T20678	0.498	0.404	0.098
T21232	0.496	0.426	0.078
T20835	0.268	0.524	0.208
T20523	0.472	0.462	0.066
T20373	0.238	0.654	0.108
T20284	0.372	0.47	0.158
T20913	0.512	0.426	0.062
T21217	0.336	0.584	0.08
T20452	0.352	0.52	0.128
T20488	0.26	0.52	0.22
T21192	0.356	0.57	0.074
T21271	0.366	0.544	0.09
T20529	0.57	0.354	0.076
T20359	0.324	0.532	0.144
T20696	0.408	0.442	0.15
T20632	0.484	0.414	0.102
T21155	0.376	0.54	0.084
T21103	0.478	0.43	0.092
T21434	0.326	0.524	0.15
T20566	0.386	0.474	0.14
T21359	0.212	0.508	0.28
T20708	0.43	0.446	0.124
T20827	0.436	0.47	0.094
T20560	0.482	0.448	0.07
T20716	0.428	0.454	0.118
T20393	0.366	0.52	0.114
T21045	0.522	0.372	0.106
T21183	0.326	0.528	0.146
T21177	0.32	0.486	0.194
T20237	0.304	0.61	0.086
T20333	0.386	0.504	0.11
T21243	0.246	0.638	0.116
T20597	0.624	0.268	0.108
T21142	0.428	0.42	0.152
T20314	0.216	0.662	0.122
T20838	0.626	0.28	0.094
T20398	0.538	0.398	0.064
T21413	0.29	0.44	0.27
T20252	0.38	0.486	0.134
T20530	0.584	0.336	0.08
T20288	0.254	0.564	0.182
T21068	0.242	0.38	0.378
T20735	0.496	0.392	0.112
T20481	0.542	0.334	0.124
T20997	0.28	0.584	0.136
T21212	0.16	0.694	0.146
T21306	0.366	0.57	0.064
T21408	0.212	0.618	0.17
T21137	0.364	0.52	0.116
T20084	0.276	0.58	0.144
T20487	0.602	0.342	0.056
T21121	0.34	0.566	0.094
T20543	0.598	0.354	0.048
T21196	0.338	0.514	0.148
T20926	0.448	0.43	0.122
T21433	0.244	0.478	0.278
T20581	0.458	0.46	0.082
T21116	0.312	0.586	0.102
T20923	0.326	0.586	0.088
T20305	0.456	0.424	0.12
T20326	0.248	0.622	0.13
T20738	0.344	0.522	0.134
T21267	0.196	0.568	0.236
T20254	0.342	0.472	0.186
T20621	0.236	0.548	0.216
T20528	0.596	0.368	0.036
T20771	0.574	0.342	0.084
T20929	0.352	0.476	0.172
T21397	0.324	0.5	0.176
T20641	0.328	0.584	0.088
T20825	0.574	0.354	0.072
T20217	0.356	0.484	0.16
T21396	0.254	0.618	0.128
T20201	0.47	0.448	0.082
T20910	0.298	0.592	0.11
T20289	0.444	0.424	0.132
T20302	0.176	0.538	0.286
T20563	0.4	0.402	0.198
T20449	0.294	0.514	0.192
T20507	0.408	0.494	0.098
T21250	0.186	0.66	0.154
T20798	0.398	0.46	0.142
T20630	0.452	0.456	0.092
T20761	0.404	0.458	0.138
T20552	0.444	0.45	0.106
T20924	0.55	0.376	0.074
T21020	0.224	0.47	0.306
T20206	0.432	0.46	0.108
T20389	0.306	0.562	0.132
T21028	0.23	0.484	0.286
T20208	0.318	0.472	0.21
T20285	0.272	0.592	0.136
T20905	0.248	0.632	0.12
T20707	0.538	0.356	0.106
T21112	0.404	0.518	0.078
T21287	0.282	0.566	0.152
T21508	0.558	0.372	0.07
T20477	0.214	0.55	0.236
T20316	0.246	0.556	0.198
T20892	0.364	0.456	0.18
T21132	0.328	0.39	0.282
T20442	0.472	0.418	0.11
T20295	0.33	0.524	0.146
T20869	0.504	0.384	0.112
T20975	0.562	0.39	0.048
T20318	0.444	0.436	0.12
T20611	0.472	0.45	0.078
T20540	0.51	0.422	0.068
T20370	0.296	0.48	0.224
T20207	0.25	0.692	0.058
T21527	0.652	0.314	0.034
T21482	0.386	0.424	0.19
T20939	0.332	0.554	0.114
T20815	0.38	0.534	0.086
T21453	0.276	0.53	0.194
T20816	0.624	0.316	0.06
T21420	0.37	0.438	0.192
T20279	0.394	0.506	0.1
T20774	0.678	0.286	0.036
T20831	0.454	0.484	0.062
T21151	0.48	0.424	0.096
T20286	0.348	0.514	0.138
T21081	0.236	0.386	0.378
T20490	0.566	0.354	0.08
T20970	0.422	0.466	0.112
T20979	0.25	0.592	0.158
T20862	0.572	0.352	0.076
T21054	0.178	0.464	0.358
T20364	0.346	0.48	0.174
T20069	0.222	0.57	0.208
T21457	0.326	0.368	0.306
T20740	0.514	0.392	0.094
T20628	0.49	0.406	0.104
T21167	0.332	0.534	0.134
T21156	0.366	0.508	0.126
T20846	0.508	0.418	0.074
T20644	0.526	0.398	0.076
T21200	0.432	0.418	0.15
T21195	0.262	0.642	0.096
T20194	0.274	0.628	0.098
T20502	0.41	0.5	0.09
T20589	0.486	0.398	0.116
T20525	0.464	0.354	0.182
T20746	0.518	0.428	0.054
T20558	0.45	0.422	0.128
T20223	0.244	0.512	0.244
T21019	0.286	0.318	0.396
T21216	0.272	0.572	0.156
T20765b	0.254	0.542	0.204
T21236	0.368	0.5	0.132
T21599	0.538	0.352	0.11
T20588b	0.478	0.446	0.076
T20829	0.61	0.332	0.058
T21272	0.314	0.488	0.198
T20998	0.404	0.5	0.096
T21066	0.274	0.56	0.166
T20245	0.438	0.476	0.086
T20608	0.438	0.424	0.138
T20769	0.508	0.414	0.078
T20684	0.562	0.364	0.074
T21402	0.274	0.576	0.15
T21215	0.382	0.488	0.13
T20922	0.36	0.492	0.148
T20619	0.39	0.514	0.096
T21007	0.198	0.52	0.282
T20565	0.35	0.53	0.12
T21308	0.29	0.516	0.194
T20468	0.25	0.42	0.33
T21354	0.292	0.572	0.136
T20764	0.384	0.548	0.068
T20878	0.396	0.436	0.168
T20087	0.32	0.538	0.142
T20509	0.558	0.376	0.066
T20882	0.36	0.536	0.104
T20649	0.342	0.566	0.092
T21462	0.17	0.376	0.454
T21366	0.32	0.466	0.214
T20066	0.284	0.552	0.164
T20212	0.354	0.542	0.104
T20714	0.42	0.448	0.132
T21484	0.302	0.402	0.296
T20396	0.406	0.522	0.072
T20474	0.306	0.58	0.114
T21448	0.278	0.414	0.308
T20386	0.328	0.606	0.066
T21154	0.412	0.504	0.084
T20592	0.532	0.408	0.06
T20702	0.732	0.224	0.044
T20864	0.412	0.474	0.114
T20554	0.528	0.378	0.094
T20785	0.448	0.408	0.144
T20936	0.352	0.536	0.112
T21038	0.256	0.486	0.258
T20820	0.49	0.428	0.082
T20612	0.4	0.4	0.2
T21296	0.266	0.624	0.11
T20661	0.522	0.408	0.07
T20623	0.446	0.448	0.106
T20233	0.376	0.474	0.15
T20365	0.234	0.594	0.172
T21148	0.234	0.546	0.22
T20258	0.246	0.622	0.132
T20339	0.312	0.498	0.19
T21472	0.502	0.354	0.144
T20978	0.398	0.432	0.17
T20859	0.354	0.572	0.074
T20839	0.372	0.476	0.152
T21565	0.488	0.42	0.092
T20272	0.514	0.39	0.096
T20917	0.312	0.49	0.198
T20942	0.232	0.606	0.162
T20806	0.474	0.394	0.132
T20904	0.502	0.414	0.084
T20710	0.378	0.492	0.13
T21127	0.292	0.536	0.172
T20937	0.32	0.564	0.116
T20211	0.158	0.612	0.23
T20458	0.224	0.562	0.214
T20304	0.332	0.506	0.162
T20361	0.282	0.618	0.1
T20725	0.556	0.4	0.044
T21185	0.2	0.67	0.13
T20778	0.504	0.45	0.046
T20842	0.488	0.398	0.114
T20470	0.476	0.396	0.128
T21273	0.348	0.544	0.108
T20347	0.258	0.602	0.14
T21093	0.356	0.46	0.184
T20828	0.354	0.458	0.188
T20546	0.422	0.502	0.076
T20770	0.534	0.378	0.088
T20969	0.294	0.552	0.154
T20931	0.424	0.482	0.094
T20819	0.546	0.408	0.046
T20335	0.342	0.602	0.056
T21187	0.298	0.56	0.142
T21486	0.396	0.352	0.252
T21055	0.268	0.514	0.218
T20423	0.326	0.416	0.258
T20965	0.372	0.538	0.09
T21023	0.326	0.6	0.074
T20701	0.42	0.468	0.112
T20755	0.344	0.508	0.148
T21199	0.414	0.538	0.048
T20674	0.484	0.448	0.068
T21241	0.168	0.77	0.062
T21430	0.222	0.542	0.236
T21418	0.412	0.39	0.198
T21498	0.212	0.46	0.328
T20220	0.314	0.572	0.114
T20401	0.288	0.474	0.238
T20257	0.398	0.454	0.148
T20715	0.536	0.388	0.076
T20881	0.516	0.358	0.126
T20800	0.502	0.374	0.124
T20605	0.556	0.354	0.09
T20951	0.382	0.584	0.034
T20471	0.426	0.438	0.136
T20266	0.258	0.684	0.058
T20575	0.35	0.506	0.144
T20670	0.466	0.468	0.066
T21574	0.356	0.594	0.05
T20420	0.46	0.476	0.064
T20681	0.504	0.42	0.076
T20062	0.326	0.398	0.276
T20653	0.756	0.214	0.03
T20371	0.518	0.44	0.042
T20817	0.436	0.482	0.082
T20991	0.38	0.548	0.072
T20805	0.494	0.43	0.076
T20782	0.42	0.406	0.174
T21106	0.486	0.41	0.104
T21300	0.204	0.752	0.044
T21169	0.282	0.44	0.278
T20938	0.434	0.526	0.04
T21312	0.234	0.668	0.098
T20346	0.24	0.7	0.06
P15726	0.354	0.588	0.058
P15071	0.514	0.354	0.132
P15716	0.328	0.546	0.126
P16503	0.33	0.358	0.312
P16462	0.28	0.17	0.55
P16496	0.244	0.334	0.422
P15166	0.252	0.238	0.51
P16370	0.29	0.552	0.158
P16355	0.446	0.398	0.156
P15104	0.398	0.21	0.392
P16536	0.51	0.378	0.112
P15717	0.342	0.51	0.148
P16255	0.39	0.434	0.176
P15679	0.594	0.25	0.156
P15018	0.648	0.254	0.098
P16099	0.272	0.632	0.096
P15109	0.32	0.21	0.47
P15244	0.398	0.502	0.1
P16218	0.252	0.666	0.082
P15718	0.426	0.448	0.126
P15742	0.306	0.59	0.104
P15727	0.344	0.52	0.136
P15082	0.586	0.282	0.132
P15281	0.586	0.322	0.092
P15554	0.368	0.506	0.126
P15073	0.612	0.284	0.104
P15087	0.54	0.344	0.116
P15794	0.402	0.458	0.14
P15969	0.654	0.188	0.158
P15256	0.61	0.3	0.09
P15383	0.342	0.326	0.332
P15085	0.51	0.304	0.186
P15418	0.308	0.188	0.504
P16602	0.592	0.196	0.212
P15069	0.692	0.222	0.086
P15030	0.716	0.212	0.072
P16013	0.406	0.53	0.064
P16473	0.188	0.422	0.39
P15682	0.58	0.256	0.164
P16582	0.528	0.378	0.094
P16543	0.534	0.296	0.17
P15934	0.446	0.47	0.084
P15095	0.524	0.306	0.17
P15540	0.364	0.494	0.142
P16357	0.354	0.432	0.214
P16217	0.282	0.566	0.152
P15954	0.548	0.332	0.12
P15130	0.27	0.48	0.25
P16186	0.274	0.61	0.116
P16235	0.394	0.508	0.098
P16439	0.336	0.336	0.328
P15152	0.376	0.32	0.304
P15149	0.41	0.38	0.21
P15728	0.364	0.522	0.114
P15355	0.352	0.252	0.396
P16464	0.354	0.354	0.292
P16544	0.54	0.306	0.154
P15300	0.384	0.4	0.216
P16354	0.334	0.588	0.078
P15764	0.32	0.536	0.144
P16259	0.348	0.564	0.088
P15425	0.298	0.346	0.356
P15020	0.388	0.498	0.114
P15279	0.41	0.432	0.158
P15959	0.342	0.51	0.148
P15268	0.604	0.31	0.086
P16399	0.272	0.606	0.122
P15205	0.502	0.38	0.118
P16377	0.192	0.688	0.12
P15598	0.26	0.62	0.12
P16106	0.23	0.656	0.114
P15081	0.572	0.216	0.212
P15221	0.524	0.408	0.068
P15168	0.342	0.298	0.36
P15350	0.298	0.332	0.37
P15516	0.254	0.624	0.122
P16148	0.322	0.5	0.178
P15235	0.646	0.236	0.118
P15151	0.298	0.302	0.4
